namespace,title,raw_content,created_at,updated_at 
Contribution,emftext,"== Intent ==

This implementation uses model driven software development based on [[Language:Java]], EMFand generative technologies of the Dropsbox (http://www.dropsbox.org/).

== Proposal ==

Additional features that were implemented
* Rename Refactoring
* Extract Sub-department

== Motivation ==

We use one of the advantages of model-driven software development for the combination of different tools to implement different features of the [101companies:System]]. Most of the involved tools have been developed using EMFText, other tools like Graphviz  and JastEMF are independent of EMFText.

EMFText is used for creating an interactive textual editor. It provides a parser and a printer for company models. References from employees to mentors are resolved automatically by EMFText. The company model is given by a specification in Text-Ecore which is an EMFText-based representation of Ecore models (instead of the XMI one). The Usage of eJava avoids having to add implementations of the Operations for Depth and Cut into the generated code artifacts (by the EMF generator model). The JastEMF tool is used to integrate a JastAdd attribute grammar into the model code which computes salary totals and evaluates the precedence constraint. The EMF+EMFText-based represention of the Graphviz DOT language finally is used for the transformation of Company specifications into a DOT specifications. The DOT specification is then compiled into a PDF using GraphViz.

== Usage ==

=== Source code ===

The sources are not maintained in github.

The sources are available as several Eclipse projects from the following URLs:

* http://svn-st.inf.tu-dresden.de/svn/reuseware/trunk/EMFText%20Languages/org.emftext.language.company (model & syntax specifications)
* http://svn-st.inf.tu-dresden.de/svn/reuseware/trunk/EMFText%20Languages/org.emftext.language.company.resource.company (generated parsing & printing & interpretation plugin)
* http://svn-st.inf.tu-dresden.de/svn/reuseware/trunk/EMFText%20Languages/org.emftext.language.company.resource.company.ui (UI integration,Outline and Properties view)
* http://svn-st.inf.tu-dresden.de/svn/reuseware/trunk/EMFText%20Languages/org.emftext.language.company.text (test cases)

=== Preparations ===

* Install the Eclipse 3.7 Modelling Distribution (Includes EMF)
* Install the current Trunk Version of EMFText (will soon get out as Version 1.4.0 for Eclipse 3.7) and the DSLs from the update-site (http://emftext.org/update trunk)
** Feature EMFText (only for build)
** Feature EMFText Syntax Ecore TEXT (Languages Root Feature)
** Feature EMFText Syntax eJava (Languages Root Feature) (only for build)
** Feature EMFText DOT (Graphviz)
**  Feature Refactory Runtime (Refactory Root Feature)
* Install the current Trunk Version of JastEMF (will soon get out as Version 0.1.6 for Eclipse 3.7) from the update-site (http://jastemf.googlecode.com/svn/trunk/build/org.jastemf.build/distribution)
** Feature JastEMF Core (only for build)
* Install the current Version of FeatureMapper for its update-site (http://featuremapper.org/update/) (only needed for mapping the company features to metamodel)
* Install GraphViz from http://www.graphviz.org/Download windows.php (needed to generate the vizualization PDF from the generated DOT File)

=== Build ===

* src-gen folders should be empty
* generate the EMF + JastEMF Code using the EMF Semantic task in the build.xml (takes some time, must be run in the same jre as workspace)
* generate the EMFText Plugins (right click on company.text.cs --> Generate Text Resource)
* check if there are any errors in the code

=== Run ===

* just run a new eclipse instance from the workspace and create a new company file using the EMFText new file wizzard

== Technologies ==

* EMF+Eclipse
* Java
* EMFText (Parsing, Serialization, Mentoring)
* EMFText DSLs
** Text-Ecore (Company Model)
** eJava (Depth,Cut)
** A DOT implementation
* GraphViz + DOT (Vizualisation)
* JastEMF+JastAdd (Total,Precedence)
* Refactory (Rename Refactoring, Extract Subdepartment)
* FeatureMapper (Feature Visualization)

== Metadata ==

* [[implements::Feature:Hierarchical_company]]
* [[implements::Feature:Cut]]
* [[implements::Feature:Total]]
* [[implements::Feature:Closed serialization]]
* [[implements::Feature:Visualization]]
* [[implements::Feature:Structure-driven query]]
* [[implements::Feature:Mentoring]]
* [[implements::Feature:Ranking]]
* [[implements::Feature:Parsing]]
* [[developedBy::Contributor:Florian Heidenreich]]
* [[developedBy::Contributor:Sven Karol]]
* [[developedBy::Contributor:Jan Reimann]]
* [[developedBy::Contributor:Christian Wende]]

",2013-06-12 14:57:16.88,2017-07-05 15:25:56.633096
Concept,Visual syntax,"== Headlnie ==

[[Concrete syntax]] based on graphs or visual elements

== Metadata ==

* [[isA::Concrete syntax]]
* [[relatesTo::Textual syntax]]
",2017-05-03 16:36:27.454033,2017-07-04 15:26:44.341997
Concept,Arrow,"== Headline ==

A [[Functional programming|functional]] [[programming idiom]] for composing computations

== Details ==

With arrows, like [[monad]]s, one can compose computations as defined by <cite>hughes2000generalising</cite>. Arrows are more versatile than monads. For instance, arrows can be independent of the input or take multiple inputs. <cite>haskellOrgArrows</cite> In Haskell, arrows are supported by the. [[type class]] <syntaxhighlight lang=""haskell"" enclose=""none"">Arrow</syntaxhighlight> An arrow is defined by two functions. <cite>ghcArrows</cite>:
<syntaxhighlight lang=""haskell"" enclose=""none"">Arrow a => arr :: (b -> c) -> a b c</syntaxhighlight>: Lifts a function of type <syntaxhighlight lang=""haskell"" enclose=""none"">b -> c</syntaxhighlight> into the arrow space.
<syntaxhighlight lang=""haskell"" enclose=""none"">Arrow a => first :: a b c -> a (b, d) (c, d)</syntaxhighlight>: Applies a computation only to a part of the input and copies the rest to the output. <cite>haskellOrgArrows</cite>

== Metadata ==
* [[instanceOf::Type class]]
* [[instanceOf::Programming idiom]]
* [[memberOf::Vocabulary:Functional programming]]
* [[sameAs::http://en.wikipedia.org/wiki/Arrow_(computer_science)]]
* [[relatesTo::http://www.haskell.org/arrows/]]
* [[relatesTo::http://www.haskell.org/ghc/docs/latest/html/libraries/base/Control-Arrow.html]]
* [[relatesTo::http://dl.acm.org/citation.cfm?id=347246]]
",2013-06-12 14:53:19.072,2017-07-04 13:44:37.826282
Concept,Business layer,"== Headline ==

the implementation of the business logic in a [[three-tier architecture]]

== Metadata ==
* [[instanceOf::Architectural component]]
",2013-06-12 14:53:24.611,2017-07-04 13:44:38.375382
Concept,CLI,"== Intent ==

a command line interface

== Links ==

* [http://en.wikipedia.org/wiki/Command-line_interface Command Line Interface (CLI)]

== Metadata ==
* [[instanceOf::User interface]]
",2013-06-12 14:53:25.66,2017-07-04 13:44:38.408558
Concept,Computing,"== Headline ==

The activity of using computer hardware and software

== Metadata ==

* [[sameAs::http://en.wikipedia.org/wiki/Computing]]
* [[memberOf::Vocabulary:Computing]]
* [[isA::Concept]]

",2013-06-12 14:53:32.353,2017-07-04 15:26:04.52404
Concept,Tree-based abstract syntax,"== Headline ==

[[Abstract syntax]] that uses a tree-based representation

== Metadata ==

* [[isA::Abstract syntax]]
* [[relatesTo::Graph-based abstract syntax]]
* [[relatesTo::Algebraic signature]]
",2017-05-03 20:12:32.650571,2017-07-04 15:26:44.398493
Concept,Graph-based abstract syntax,"== Headline ==

[[Abstract syntax]] that uses a graph-based representation

== Metadata ==

* [[isA::Abstract syntax]]
* [[relatesTo::Tree-based abstract syntax]]
* [[relatesTo::Metamodel]]
",2017-05-03 20:14:09.637293,2017-07-04 15:26:44.422475
Script,Functional data structures,"== Headline ==

Functional data structures in Haskell

== Description ==

A functional data structure is a persistent data structure which is implemented in a functional style. Such data structures involve (path) copying to achieve persistence and they may rely on lazy evaluation to achieve competitive performance (complexity).

== Material ==

<media url='http://www.slideshare.net/rlaemmel/functional-data-structures' />

<media url='https://www.youtube.com/watch?v=4J4yadtzPcw' />

== Concepts ==

* [[Lazy evaluation]]
* [[Functional data structure]]
* [[Stack]]
* [[Binary search tree]]
* [[Skew heap]]
* [[Amortized analysis]]

== Further reading ==

* [[Document:Handbook of data structures and applications]]
* [[Document:Okasaki96]]
* [https://github.com/101companies/101repo/tree/master/concepts/Functional_data_structure]

== Metadata ==

* [[memberOf::Course:Lambdas in Koblenz]]
* [[dependsOn::Script:Higher-order functions in Haskell]]



      ",2013-06-12 15:00:54.958,2017-07-04 13:46:54.046041
Concept,Annotation language,"== Headline ==

A language facilitating [[annotation]]

== Metadata ==

* [[isA::Software language]]
* [[relatesTo::Annotation]]
",2017-05-03 21:32:42.010117,2017-07-04 15:26:44.474562
Contribution,dom,"== Headline ==

[[In-memory XML processing]] in [[Language:Java]] with [[Technology:DOM]]
== Characteristics ==

Companies are represented in [[Language:XML]] and the object model of [[Technology:DOM]] is used to represent and process XML documents [[In-memory XML processing|in memory]]. In particular,  operations on companies are implemented in Java on top of DOM objects. Such objects are easily queried - as needed for [[Feature:Total]]. As DOM objects also mutable, [[Feature:Cut]] is implemented as an [[impure function]].
== Illustration ==

The data model is implemented as xml files (sampleCompany.xml) that conform to a schema (Company.xsd).

[[Feature:Open serialization]] is implemented by loading and storing a [[Technology:DOM]] Document object:

<fragment url=""src/main/java/org/softlang/company/features/Serialization.java/class/Serialization/method/loadDocument""/>

<fragment url=""src/main/java/org/softlang/company/features/Serialization.java/class/Serialization/method/saveDocument""/>

A method to validate the deserialized xml with the Company [[Technology:XSD|]] schema is implemented by a DOM Validator:

<fragment url=""src/main/java/org/softlang/company/features/Serialization.java/class/Serialization/method/isValidXml""/>

[[Feature:Total]] and [[Feature:Cut]] are implemented using methods of [[Technology:DOM]]'s Document class:

<fragment url=""src/main/java/org/softlang/company/features/Total.java/class/Total/method/total""/>

<fragment url=""src/main/java/org/softlang/company/features/Cut.java/class/Cut/method/cut""/>

Test cases are implemented for all [[Namespace:Feature]]s.
== Relationships ==

For DOM-like implementations of in-memory XML processing see [[Contribution:dom]], [[Contribution:jdom]] and [[Contribution:xom]].

For a query-based implementation of in-memory XML processing see [[Contribution:xpathAPI]].

For push-based XML processing see [[Contribution:sax]].

For Object/XML mapping see [[Contribution:jaxbChoice]] (XSD with choice for different subunits), [[Contribution:jaxbComposition]] (XSD with object composition), [[Contribution:jaxbExtension]] (XSD with type extension) and [[Contribution:jaxbSubstitution]] (XSD with substitution groups).
== Architecture ==

The contribution follows a standardized structure:
* inputs contains input files for tests
* src/main/java contains the following packages:
** org.softlang.company.features for implementations of [[Functional requirements]].
* src/test/java contains the following packages:
** org.softlang.company.tests for [[Technology:JUnit]] test cases.
== Usage ==

This contribution uses [[Technology:Gradle]] for building. [[Technology:Eclipse]] is supported.

See https://github.com/101companies/101simplejava/blob/master/README.md
== Metadata ==

* [[implements::Feature:Hierarchical company]]
* [[implements::Feature:Mapping]]
* [[implements::Feature:Open serialization]]
* [[implements::Feature:Total]]
* [[implements::Feature:Cut]]
* [[memberOf::Theme: Java mapping]]
* [[memberOf::Theme:XML programming]]
* [[uses::Language:Java]]
* [[uses::Language:XML]]
* [[uses::Language:XSD]]
* [[uses::Technology:DOM]]
* [[uses::Technology:JUnit]]
* [[uses::Technology:Gradle]]

* [[developedBy::Contributor:rlaemmel]]
",2013-06-12 14:57:10.788,2017-07-05 15:25:39.752931
Concept,Network socket,"An endpoint in Process communication across computer networks

== Metadata ==

* [[sameAs::https://en.wikipedia.org/wiki/Network_socket]]

",2015-08-13 15:09:57.475,2017-07-04 13:48:07.500948
Concept,Static Annotation,"==Headline==

A persistent custom [[annotation]].

==Metadata==

* [[sameAs::https://www.scala-lang.org/api/current/scala/annotation/StaticAnnotation.html]]
* [[relatesTo::http://docs.scala-lang.org/overviews/reflection/annotations-names-scopes.html]]
* [[isA::Annotation]]",2017-05-23 14:42:48.425787,2017-07-04 15:26:44.515446
Concept,Code-first mapping,"== Intent ==

start from an object model rather than  a schema in [[O/X mapping|O/X]] or [[O/R mapping]]

== Description ==

TBD

== Discussion ==

See [[Schema-first mapping]] for the counter-part.

== Metadata ==

* [[instanceOf::Mapping]]
",2013-06-12 14:53:28.818,2017-07-04 13:44:38.737652
Concept,Compiler,"== Headline ==

A program that transforms source code into object code

== Illustration ==

Let's assume that we want to compile the [[Language:Java]] variation on the [[Hello world program]].

That is, the source code of the program is available as a file ""HelloWorld.java"".

Compilation can be issued in different ways. For instance, an [[IDE]] may take care of it automatically.

For clarity, we perform compilation at the command line:

<pre>
$ ls
HelloWorld.java
$ javac HelloWorld.java
$ ls
HelloWorld.class	HelloWorld.java
</pre>

Thus, the compiler produced the object code, in fact, [[Language:Java bytecode|bytecode]], in the file ""HelloWorld.class"".

The byte code can be executed as follows:

<pre>
$ java HelloWorld
Hello, world!
</pre>

The byte code appears to be interpreted, i.e., ""java"" appears to be an [[interpreter]] for byte code. In fact, ""java"" performs [[just-in-time compilation]] so that byte code is translated on the fly to machine code, which is then eventually executed (so to say interpreted) by the actual machine.

== Metadata ==

* [[memberOf::Vocabulary:Programming]]
* [[sameAs::http://en.wikipedia.org/wiki/Compiler]]
* [[relatesTo::Interpreter]]
* [[instanceOf::Concept]]

",2013-06-12 14:53:30.783,2017-07-04 13:44:38.850502
